,alias,categories,coordinates,display_phone,is_closed,location,name,price,rating,review_count,transactions,url,permanently closed,outdoor_seating,price_cat,delivery,restaurant_reservation,pickup,zip_code,latitude,longitude,total_restaurants_in_zip,Population Density 
345,juniors-restaurant-and-bakery-45th-st-new-york,Breakfast & Brunch,"{'latitude': 40.7582662685627, 'longitude': -73.98654}",(212) 302-2000,False,"{'address1': '1515 Broadway', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['1515 Broadway', 'New York, NY 10036']}",Junior's Restaurant & Bakery - 45th St,$$,4.0,4625,"['pickup', 'delivery']",https://www.yelp.com/biz/juniors-restaurant-and-bakery-45th-st-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,10036,40.7582662685627,-73.98654,672.0,54427.5
346,at-the-wallace-new-york-3,American (Casual),"{'latitude': 40.8286495970992, 'longitude': -73.9485832208136}",,False,"{'address1': '3612 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10031', 'country': 'US', 'state': 'NY', 'display_address': ['3612 Broadway', 'New York, NY 10031']}",At the Wallace,$$,4.5,195,"['delivery', 'pickup']",https://www.yelp.com/biz/at-the-wallace-new-york-3?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,10031,40.8286495970992,-73.9485832208136,127.0,90523.6
347,nobu-downtown-new-york,Japanese,"{'latitude': 40.711203, 'longitude': -74.008879}",(212) 219-0500,False,"{'address1': '195 Broadway', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['195 Broadway', 'New York, NY 10007']}",Nobu Downtown,$$$$,3.5,411,[],https://www.yelp.com/biz/nobu-downtown-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,four,0,0,0,10007,40.711203,-74.008879,149.0,41282.4
348,haenyeo-brooklyn,Korean,"{'latitude': 40.67519, 'longitude': -73.98116}",(718) 213-2290,False,"{'address1': '239 5th Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['239 5th Ave', 'Brooklyn, NY 11215']}",Haenyeo,,4.0,134,"['delivery', 'pickup']",https://www.yelp.com/biz/haenyeo-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,missing,1,0,1,11215,40.67519,-73.98116,353.0,31902.9
349,famous-fish-market-new-york,European,"{'latitude': 40.82355, 'longitude': -73.94479}",(212) 491-8323,False,"{'address1': '684 St Nicholas Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10030', 'country': 'US', 'state': 'NY', 'display_address': ['684 St Nicholas Ave', 'New York, NY 10030']}",Famous Fish Market,$,4.0,227,[],https://www.yelp.com/biz/famous-fish-market-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,one,0,0,0,10030,40.82355,-73.94479,27.0,105863.1
350,randazzos-clam-bar-brooklyn,Seafood,"{'latitude': 40.5838863, 'longitude': -73.9478455}",(718) 615-0010,False,"{'address1': '2017 Emmons Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11235', 'country': 'US', 'state': 'NY', 'display_address': ['2017 Emmons Ave', 'Brooklyn, NY 11235']}",Randazzo's Clam Bar,$$,3.5,633,['pickup'],https://www.yelp.com/biz/randazzos-clam-bar-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,0,0,1,11235,40.5838863,-73.9478455,181.0,31000.3
351,sylvias-restaurant-new-york,American (Casual),"{'latitude': 40.808609, 'longitude': -73.944404}",(212) 996-0660,False,"{'address1': '328 Malcolm X Blvd', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10027', 'country': 'US', 'state': 'NY', 'display_address': ['328 Malcolm X Blvd', 'New York, NY 10027']}",Sylvia's Restaurant,$$,3.5,1848,[],https://www.yelp.com/biz/sylvias-restaurant-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,0,0,0,10027,40.808609,-73.944404,161.0,72357.3
352,greene-grape-annex-brooklyn-2,Cafes,"{'latitude': 40.686603, 'longitude': -73.974665}",,True,"{'address1': '753 Fulton St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['753 Fulton St', 'Brooklyn, NY 11217']}",Greene Grape Annex,$,3.5,115,[],https://www.yelp.com/biz/greene-grape-annex-brooklyn-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0,one,0,0,0,11217,40.686603,-73.974665,295.0,51150.5
353,viviennes-bronx,Bars,"{'latitude': 40.84796, 'longitude': -73.83104}",(718) 829-0218,False,"{'address1': '3044 Westchester Ave', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10461', 'country': 'US', 'state': 'NY', 'display_address': ['3044 Westchester Ave', 'Bronx, NY 10461']}",Vivienne's,,3.5,7,[],https://www.yelp.com/biz/viviennes-bronx?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0,missing,0,0,0,10461,40.84796,-73.83104,160.0,21850.8
354,uva-new-york,Bars,"{'latitude': 40.7722, 'longitude': -73.95566}",(212) 472-4552,False,"{'address1': '1486 2nd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10075', 'country': 'US', 'state': 'NY', 'display_address': ['1486 2nd Ave', 'New York, NY 10075']}",Uva,$$,4.0,2403,"['pickup', 'delivery']",https://www.yelp.com/biz/uva-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,10075,40.7722,-73.95566,98.0,132095.7
355,khe-yo-new-york,South Asian,"{'latitude': 40.716906, 'longitude': -74.008587}",(212) 587-1089,False,"{'address1': '157 Duane St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['157 Duane St', 'New York, NY 10013']}",Khe-Yo,$$,4.0,774,"['delivery', 'pickup']",https://www.yelp.com/biz/khe-yo-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,10013,40.716906,-74.008587,537.0,48772.7
356,forrest-point-brooklyn,American (Casual),"{'latitude': 40.70319, 'longitude': -73.93229}",(718) 366-2742,False,"{'address1': '970 Flushing Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['970 Flushing Ave', 'Brooklyn, NY 11206']}",Forrest Point,$$,4.0,364,"['delivery', 'pickup']",https://www.yelp.com/biz/forrest-point-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,11206,40.70319,-73.93229,202.0,57987.2
357,astoria-taco-factory-astoria,Mexican,"{'latitude': 40.77118, 'longitude': -73.9272}",(718) 685-2899,False,"{'address1': '28-02 21st St', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11102', 'country': 'US', 'state': 'NY', 'display_address': ['28-02 21st St', 'Astoria, NY 11102']}",Astoria Taco Factory,,4.5,32,"['pickup', 'delivery']",https://www.yelp.com/biz/astoria-taco-factory-astoria?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,missing,1,0,1,11102,40.77118,-73.9272,95.0,43215.0
358,honey-badger-brooklyn-2,Seafood,"{'latitude': 40.658221, 'longitude': -73.960102}",(646) 670-0601,False,"{'address1': '67 Fenimore St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11225', 'country': 'US', 'state': 'NY', 'display_address': ['67 Fenimore St', 'Brooklyn, NY 11225']}",Honey Badger,$$$,4.0,103,"['delivery', 'pickup']",https://www.yelp.com/biz/honey-badger-brooklyn-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,three,1,0,1,11225,40.658221,-73.960102,146.0,67444.4
359,pine-bar-and-grill-bronx,Bars,"{'latitude': 40.845142364502, 'longitude': -73.8448638916016}",(718) 319-0900,False,"{'address1': '1634 Eastchester Rd', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10461', 'country': 'US', 'state': 'NY', 'display_address': ['1634 Eastchester Rd', 'Bronx, NY 10461']}",Pine Bar & Grill,$$,3.0,406,[],https://www.yelp.com/biz/pine-bar-and-grill-bronx?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,0,0,0,10461,40.845142364502,-73.8448638916016,160.0,21850.8
360,nobody-told-me-new-york,American (New),"{'latitude': 40.80076, 'longitude': -73.96507}",,False,"{'address1': '951 Amsterdam Ave', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10025', 'country': 'US', 'state': 'NY', 'display_address': ['951 Amsterdam Ave', 'New York, NY 10025']}",Nobody Told Me,$$,4.5,108,"['pickup', 'delivery']",https://www.yelp.com/biz/nobody-told-me-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,10025,40.80076,-73.96507,237.0,129548.9
361,pho-60-brooklyn-8,American (Casual),"{'latitude': 40.6328610543603, 'longitude': -74.0049596875906}",(718) 885-7722,False,"{'address1': '1001 60th St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11219', 'country': 'US', 'state': 'NY', 'display_address': ['1001 60th St', 'Brooklyn, NY 11219']}",Pho 60,$$,4.0,209,['delivery'],https://www.yelp.com/biz/pho-60-brooklyn-8?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,0,11219,40.6328610543603,-74.0049596875906,120.0,66609.4
362,crab-house-all-you-can-eat-seafood-new-york,Seafood,"{'latitude': 40.75961, 'longitude': -73.9698}",(212) 933-0264,False,"{'address1': '135 E 55th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['135 E 55th St', 'New York, NY 10022']}",Crab House All You Can Eat Seafood,,4.0,108,"['pickup', 'delivery']",https://www.yelp.com/biz/crab-house-all-you-can-eat-seafood-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,missing,1,0,1,10022,40.75961,-73.9698,469.0,68058.9
363,shalel-kitchen-new-york,Middle Eastern/Mediterranean,"{'latitude': 40.7760977, 'longitude': -73.9793291}",(212) 873-2300,False,"{'address1': '65 W 70th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10023', 'country': 'US', 'state': 'NY', 'display_address': ['65 W 70th St', 'New York, NY 10023']}",Shalel Kitchen,$$,4.0,611,"['pickup', 'delivery']",https://www.yelp.com/biz/shalel-kitchen-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,10023,40.7760977,-73.9793291,203.0,123875.9
364,ume-williamsburg-brooklyn,Japanese,"{'latitude': 40.71657, 'longitude': -73.96559}",(929) 420-3253,False,"{'address1': '237 Kent Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11249', 'country': 'US', 'state': 'NY', 'display_address': ['237 Kent Ave', 'Brooklyn, NY 11249']}",Ume Williamsburg,,4.0,174,[],https://www.yelp.com/biz/ume-williamsburg-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,missing,0,0,0,11249,40.71657,-73.96559,208.0,
365,kopitiam-new-york,South Asian,"{'latitude': 40.71387, 'longitude': -73.99091}",(646) 609-3785,False,"{'address1': '151 E Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['151 E Broadway', 'New York, NY 10002']}",Kopitiam,$$,4.0,670,"['delivery', 'pickup']",https://www.yelp.com/biz/kopitiam-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,10002,40.71387,-73.99091,560.0,90849.3
366,vodega-new-york,American (Casual),"{'latitude': 40.703595, 'longitude': -73.987903}",(347) 916-0098,False,"{'address1': '140 Plymoth St', 'address2': 'Ste 140B', 'address3': '', 'city': 'New York', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['140 Plymoth St', 'Ste 140B', 'New York, NY 11201']}",Vodega,,4.5,23,"['pickup', 'delivery']",https://www.yelp.com/biz/vodega-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,missing,1,0,1,11201,40.703595,-73.987903,467.0,39596.1
367,maiden-lane-new-york,Bars,"{'latitude': 40.7270061842058, 'longitude': -73.9799581110408}",(646) 755-8911,False,"{'address1': '162 Ave B', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['162 Ave B', 'New York, NY 10009']}",Maiden Lane,$$,4.0,76,[],https://www.yelp.com/biz/maiden-lane-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,0,0,0,10009,40.7270061842058,-73.9799581110408,319.0,100237.0
368,athena-mediterranean-cuisine-brooklyn-3,Middle Eastern/Mediterranean,"{'latitude': 40.66476, 'longitude': -73.98648}",(718) 965-4578,False,"{'address1': '535 6th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['535 6th Ave', 'Brooklyn, NY 11215']}",Athena Mediterranean Cuisine,$$,4.5,349,"['delivery', 'pickup']",https://www.yelp.com/biz/athena-mediterranean-cuisine-brooklyn-3?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,11215,40.66476,-73.98648,353.0,31902.9
369,sugar-freak-astoria,American (Casual),"{'latitude': 40.7646298318085, 'longitude': -73.9159499108791}",(718) 606-1900,False,"{'address1': '37-11 30th Ave', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['37-11 30th Ave', 'Astoria, NY 11103']}",Sugar Freak,$$,4.0,1745,"['delivery', 'pickup']",https://www.yelp.com/biz/sugar-freak-astoria?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,11103,40.7646298318085,-73.9159499108791,248.0,53801.6
370,black-and-white-new-york-3,Bars,"{'latitude': 40.730834, 'longitude': -73.989875}",(212) 253-0246,False,"{'address1': '86 E 10th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['86 E 10th St', 'New York, NY 10003']}",Black & White,$$,3.5,119,[],https://www.yelp.com/biz/black-and-white-new-york-3?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0,two,0,0,0,10003,40.730834,-73.989875,714.0,98998.8
371,pecks-new-york,Cafes,"{'latitude': 40.693489, 'longitude': -73.967376}",(347) 689-4969,False,"{'address1': '455A Myrtle Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '11205', 'country': 'US', 'state': 'NY', 'display_address': ['455A Myrtle Ave', 'New York, NY 11205']}",Peck's,$$,4.0,136,"['pickup', 'delivery']",https://www.yelp.com/biz/pecks-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,11205,40.693489,-73.967376,172.0,45618.8
372,kilo-new-york,Bars,"{'latitude': 40.767137, 'longitude': -73.9866739}",(212) 707-8770,False,"{'address1': '857 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['857 9th Ave', 'New York, NY 10019']}",Kilo,$$,4.0,451,"['pickup', 'delivery', 'restaurant_reservation']",https://www.yelp.com/biz/kilo-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,1,1,10019,40.767137,-73.9866739,720.0,56986.1
373,mercado-little-spain-new-york,European,"{'latitude': 40.752435, 'longitude': -74.001475}",(646) 495-1242,False,"{'address1': '10 Hudson Yards', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['10 Hudson Yards', 'New York, NY 10001']}",Mercado Little Spain,$$,3.5,360,[],https://www.yelp.com/biz/mercado-little-spain-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,0,0,0,10001,40.752435,-74.001475,550.0,36638.7
374,tuk-tuk-long-island-city,South Asian,"{'latitude': 40.743232, 'longitude': -73.954254}",(718) 472-5598,False,"{'address1': '4906 Vernon Blvd', 'address2': None, 'address3': '', 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['4906 Vernon Blvd', 'Long Island City, NY 11101']}",Tuk Tuk,$$,4.0,692,"['delivery', 'pickup']",https://www.yelp.com/biz/tuk-tuk-long-island-city?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,11101,40.743232,-73.954254,330.0,9268.2
375,la-vecina-astoria,Latin American,"{'latitude': 40.76232, 'longitude': -73.9165699}",(718) 433-9399,False,"{'address1': '30-66 Steinway St', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['30-66 Steinway St', 'Astoria, NY 11103']}",La Vecina,$$,4.5,171,"['delivery', 'pickup']",https://www.yelp.com/biz/la-vecina-astoria?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,11103,40.76232,-73.9165699,248.0,53801.6
376,cobble-and-co-new-york,American (New),"{'latitude': 40.70701, 'longitude': -74.00356}",(212) 385-3689,False,"{'address1': '19 Fulton St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['19 Fulton St', 'New York, NY 10038']}",Cobble & Co.,$$,3.5,168,"['delivery', 'pickup']",https://www.yelp.com/biz/cobble-and-co-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,10038,40.70701,-74.00356,216.0,70556.6
377,karazishi-botan-brooklyn,Japanese,"{'latitude': 40.68312, 'longitude': -73.99278}",(347) 763-1155,False,"{'address1': '255 Smith St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11231', 'country': 'US', 'state': 'NY', 'display_address': ['255 Smith St', 'Brooklyn, NY 11231']}",Karazishi Botan,,4.5,31,"['delivery', 'pickup']",https://www.yelp.com/biz/karazishi-botan-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,missing,1,0,1,11231,40.68312,-73.99278,173.0,23800.0
378,orricos-italian-restaurant-the-bronx,European,"{'latitude': 40.8476994, 'longitude': -73.8318208}",(718) 892-8282,False,"{'address1': '3019 Westchester Ave', 'address2': '', 'address3': None, 'city': 'The Bronx', 'zip_code': '10461', 'country': 'US', 'state': 'NY', 'display_address': ['3019 Westchester Ave', 'The Bronx, NY 10461']}",Orrico's Italian Restaurant,,4.5,28,"['delivery', 'pickup']",https://www.yelp.com/biz/orricos-italian-restaurant-the-bronx?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,missing,1,0,1,10461,40.8476994,-73.8318208,160.0,21850.8
379,de-mole-astoria-astoria,Mexican,"{'latitude': 40.7625999, 'longitude': -73.9129028}",(718) 777-1655,False,"{'address1': '4220 30th Ave', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['4220 30th Ave', 'Astoria, NY 11103']}",De Mole Astoria,$$,4.0,380,"['delivery', 'pickup']",https://www.yelp.com/biz/de-mole-astoria-astoria?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,11103,40.7625999,-73.9129028,248.0,53801.6
380,oxalis-brooklyn,American (New),"{'latitude': 40.673109, 'longitude': -73.9626279}",(347) 627-8298,False,"{'address1': '791 Washington Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['791 Washington Ave', 'Brooklyn, NY 11238']}",Oxalis,$$$,4.5,128,[],https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,three,0,0,0,11238,40.673109,-73.9626279,271.0,46994.1
381,punto-de-sabor-new-york,Caribbean,"{'latitude': 40.8506208, 'longitude': -73.9325736}",(212) 928-2299,False,"{'address1': '1466 Saint Nicholas Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10033', 'country': 'US', 'state': 'NY', 'display_address': ['1466 Saint Nicholas Ave', 'New York, NY 10033']}",Punto De Sabor,$,3.5,42,"['delivery', 'pickup']",https://www.yelp.com/biz/punto-de-sabor-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,one,1,0,1,10033,40.8506208,-73.9325736,131.0,100108.6
382,madre-brooklyn-2,American (New),"{'latitude': 40.73311, 'longitude': -73.95798}",(718) 389-8700,False,"{'address1': '214 Franklin St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['214 Franklin St', 'Brooklyn, NY 11222']}",Madre,$$$,5.0,65,[],https://www.yelp.com/biz/madre-brooklyn-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,three,0,0,0,11222,40.73311,-73.95798,227.0,21534.9
383,wong-kwong-hop-elmhurst,Chinese,"{'latitude': 40.735727, 'longitude': -73.88152}",(718) 205-5537,False,"{'address1': '85-27 Grand Ave', 'address2': '', 'address3': '', 'city': 'Elmhurst', 'zip_code': '11373', 'country': 'US', 'state': 'NY', 'display_address': ['85-27 Grand Ave', 'Elmhurst, NY 11373']}",Wong Kwong Hop,$,4.5,81,[],https://www.yelp.com/biz/wong-kwong-hop-elmhurst?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,one,0,0,0,11373,40.735727,-73.88152,273.0,65936.5
384,amy-ruths-new-york,American (Casual),"{'latitude': 40.80248, 'longitude': -73.95038}",(212) 280-8779,False,"{'address1': '113 W 116th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10026', 'country': 'US', 'state': 'NY', 'display_address': ['113 W 116th St', 'New York, NY 10026']}",Amy Ruth's,$$,4.0,2638,"['delivery', 'pickup']",https://www.yelp.com/biz/amy-ruths-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,10026,40.80248,-73.95038,67.0,115461.7
385,the-pandering-pig-new-york,European,"{'latitude': 40.855144, 'longitude': -73.937599}",(212) 781-3124,False,"{'address1': '209 Pinehurst Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10033', 'country': 'US', 'state': 'NY', 'display_address': ['209 Pinehurst Ave', 'New York, NY 10033']}",The Pandering Pig,$$,4.0,116,[],https://www.yelp.com/biz/the-pandering-pig-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,0,0,0,10033,40.855144,-73.937599,131.0,100108.6
