,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url,permanently closed,outdoor_seating
0,la-caridad-78-new-york,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'cuban', 'title': 'Cuban'}]","{'latitude': 40.7832592, 'longitude': -73.9807337}",(212) 874-2780,9627.569882634161,kyJ0CtJ2Lrid_YdZWobf7w,https://s3-media2.fl.yelpcdn.com/bphoto/UvMZzaXDCTOddrg7VrMV8Q/o.jpg,True,"{'address1': '2197 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10024', 'country': 'US', 'state': 'NY', 'display_address': ['2197 Broadway', 'New York, NY 10024']}",La Caridad 78,+12128742780,$$,3.5,252,[],https://www.yelp.com/biz/la-caridad-78-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,effys-kitchen-new-york-9,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]","{'latitude': 40.7693069, 'longitude': -73.95823}",(646) 930-3021,8278.83603100141,y0HfYHoQJaguVCRuYVTIJg,https://s3-media3.fl.yelpcdn.com/bphoto/sCuwwAG9GfFBbmrSmr5_Ig/o.jpg,False,"{'address1': '1393B  2nd Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10029', 'country': 'US', 'state': 'NY', 'display_address': ['1393B  2nd Ave', 'New York, NY 10029']}",Effy's Kitchen,+16469303021,$$,4.0,102,"['delivery', 'pickup']",https://www.yelp.com/biz/effys-kitchen-new-york-9?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,8th-hill-new-york-2,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'turkish', 'title': 'Turkish'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.7804353, 'longitude': -73.9764397}",(212) 439-5161,9333.97587358447,GPwZw6csdXg2dpw38sqxqw,https://s3-media1.fl.yelpcdn.com/bphoto/rBOrnAfqmtJ5g-IP7p60kQ/o.jpg,True,"{'address1': '359 Columbus Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10024', 'country': 'US', 'state': 'NY', 'display_address': ['359 Columbus Ave', 'New York, NY 10024']}",8th Hill,+12124395161,,4.0,53,"['pickup', 'delivery']",https://www.yelp.com/biz/8th-hill-new-york-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,padoca-bakery-new-york,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bakeries', 'title': 'Bakeries'}]","{'latitude': 40.76548, 'longitude': -73.9580688}",(718) 440-8671,7865.584092545742,aiELyvL3nWrI8WJb2lUniw,https://s3-media2.fl.yelpcdn.com/bphoto/LYb3nd7-9bDy3Ww0ihfmgA/o.jpg,True,"{'address1': '359 E 68th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10065', 'country': 'US', 'state': 'NY', 'display_address': ['359 E 68th St', 'New York, NY 10065']}",Padoca Bakery,+17184408671,$,4.0,290,[],https://www.yelp.com/biz/padoca-bakery-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,loeb-boathouse-central-park-new-york,"[{'alias': 'boating', 'title': 'Boating'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]","{'latitude': 40.775333, 'longitude': -73.968735}",(212) 517-2233,8802.558983202376,pSq53dIANeyXjPDEDglkUA,https://s3-media2.fl.yelpcdn.com/bphoto/gJiqfpWuPrWGE8gscaFL8w/o.jpg,False,"{'address1': 'E 72 St 5th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10128', 'country': 'US', 'state': 'NY', 'display_address': ['E 72 St 5th Ave', 'New York, NY 10128']}",Loeb Boathouse Central Park,+12125172233,$$$,3.5,1262,[],https://www.yelp.com/biz/loeb-boathouse-central-park-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,1
0,beyoglu-new-york,"[{'alias': 'turkish', 'title': 'Turkish'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]","{'latitude': 40.7754199, 'longitude': -73.9562399}",(212) 650-0850,8975.781559979825,N9OihQ22xLyfeDRSZoDCVQ,https://s3-media2.fl.yelpcdn.com/bphoto/OvXV_AuLVB7--da7RN-sUw/o.jpg,True,"{'address1': '1431 3rd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10028', 'country': 'US', 'state': 'NY', 'display_address': ['1431 3rd Ave', 'New York, NY 10028']}",Beyoglu,+12126500850,$$,4.0,1140,[],https://www.yelp.com/biz/beyoglu-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,angkor-cambodian-bistro-new-york,"[{'alias': 'cambodian', 'title': 'Cambodian'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 40.76226, 'longitude': -73.95914}",(212) 758-2111,7507.788858485936,CaizM2WaGPX5eRLDOJaqIw,https://s3-media2.fl.yelpcdn.com/bphoto/BXA5OPz6YmNvo2LxbxSACg/o.jpg,True,"{'address1': '408 E 64th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10065', 'country': 'US', 'state': 'NY', 'display_address': ['408 E 64th St', 'New York, NY 10065']}",Angkor Cambodian Bistro,+12127582111,$$,4.5,285,[],https://www.yelp.com/biz/angkor-cambodian-bistro-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,china-blue-new-york,"[{'alias': 'shanghainese', 'title': 'Shanghainese'}, {'alias': 'dimsum', 'title': 'Dim Sum'}]","{'latitude': 40.724038, 'longitude': -74.009958}",(212) 431-0111,4007.2145176619174,0k678lCWQyReNi0lARlOmw,https://s3-media1.fl.yelpcdn.com/bphoto/wUyWKSI3tZNtC6FOwTGHtg/o.jpg,True,"{'address1': '135 Watts St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['135 Watts St', 'New York, NY 10013']}",China Blue,+12124310111,$$,4.0,708,"['delivery', 'pickup']",https://www.yelp.com/biz/china-blue-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,westbourne-new-york,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 40.72687, 'longitude': -74.00193}",(347) 534-3050,3871.9778267997694,Re7S8onAwdMU8q2dDept3w,https://s3-media4.fl.yelpcdn.com/bphoto/2lj_nUxc_R1FMvajlqRxKw/o.jpg,True,"{'address1': '137 Sullivan St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['137 Sullivan St', 'New York, NY 10012']}",westbourne,+13475343050,$$,4.5,137,[],https://www.yelp.com/biz/westbourne-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,pegu-club-new-york,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 40.726579, 'longitude': -73.999861}",(212) 473-7348,3764.7501318197774,B2S5HWRfxe9G-BhKJix9Yg,https://s3-media4.fl.yelpcdn.com/bphoto/Hwqzqre33O-8_iQsabwzwA/o.jpg,True,"{'address1': '77 W Houston St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['77 W Houston St', 'New York, NY 10012']}",Pegu Club,+12124737348,$$$,4.0,992,[],https://www.yelp.com/biz/pegu-club-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,lucky-strike-new-york-8,"[{'alias': 'bowling', 'title': 'Bowling'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 40.761469, 'longitude': -74.000883}",(646) 829-0170,7444.754333223721,Ac1irK7K_PAQ06mE8CchLw,https://s3-media2.fl.yelpcdn.com/bphoto/dSMRuQDsr2ZLO6g3WuGiXw/o.jpg,False,"{'address1': '624-660 W 42nd St', 'address2': '', 'address3': 'River Place', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['624-660 W 42nd St', 'River Place', 'New York, NY 10036']}",Lucky Strike,+16468290170,$$,3.5,561,[],https://www.yelp.com/biz/lucky-strike-new-york-8?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,mooncake-foods-new-york,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 40.7237776, 'longitude': -74.004562}",(212) 219-8888,3714.76715975598,1MqGlFP3b7H77fzUkJMKgw,https://s3-media3.fl.yelpcdn.com/bphoto/4F7NH-cDlsbTjrofSTuIvw/o.jpg,False,"{'address1': '112 6th Ave', 'address2': 'Between Watts St & Broome St', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['112 6th Ave', 'Between Watts St & Broome St', 'New York, NY 10013']}",Mooncake Foods,+12122198888,$$,4.0,517,"['pickup', 'delivery']",https://www.yelp.com/biz/mooncake-foods-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,aquagrill-new-york,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'raw_food', 'title': 'Live/Raw Food'}]","{'latitude': 40.7253545576709, 'longitude': -74.0037010931698}",(212) 274-0505,3812.2409696373275,IUvJ8jmojYu1FsOQ0PfFcg,https://s3-media2.fl.yelpcdn.com/bphoto/H74Pla-ajJujH_I0ckhu2g/o.jpg,True,"{'address1': '210 Spring St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['210 Spring St', 'New York, NY 10012']}",Aquagrill,+12122740505,$$$,4.0,1360,[],https://www.yelp.com/biz/aquagrill-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,jay-and-lloyds-kosher-deli-brooklyn,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'kosher', 'title': 'Kosher'}, {'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 40.60006, 'longitude': -73.94417}",(718) 891-5298,11141.09237535121,ApVoDeSuEXp8Paqc5Mrfzw,https://s3-media3.fl.yelpcdn.com/bphoto/Ds8vbniI9FJbFPiL0vIIVw/o.jpg,True,"{'address1': '2718 Ave U', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11229', 'country': 'US', 'state': 'NY', 'display_address': ['2718 Ave U', 'Brooklyn, NY 11229']}",Jay & Lloyd's Kosher Deli,+17188915298,$$,4.0,237,"['delivery', 'pickup']",https://www.yelp.com/biz/jay-and-lloyds-kosher-deli-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,houdini-kitchen-laboratory-ridgewood-5,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.694148, 'longitude': -73.902337}",(718) 456-3770,6484.533213635478,8IzVyi4kNO_lpEW1r_DbiA,https://s3-media4.fl.yelpcdn.com/bphoto/whY2BhWjk1UlVJ4NLnw_FQ/o.jpg,True,"{'address1': '1563 Decatur St', 'address2': '', 'address3': '', 'city': 'Ridgewood', 'zip_code': '11385', 'country': 'US', 'state': 'NY', 'display_address': ['1563 Decatur St', 'Ridgewood, NY 11385']}",Houdini Kitchen Laboratory,+17184563770,$$,4.0,297,"['delivery', 'pickup']",https://www.yelp.com/biz/houdini-kitchen-laboratory-ridgewood-5?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,the-good-fork-brooklyn,"[{'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 40.67599, 'longitude': -74.01432}",(718) 643-6636,3742.0503769188826,-BOAKHyKKAXE1WhuVpMFkQ,https://s3-media1.fl.yelpcdn.com/bphoto/R1y_YkS8R1fk0ZMABW5DXg/o.jpg,True,"{'address1': '391 Van Brunt St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11231', 'country': 'US', 'state': 'NY', 'display_address': ['391 Van Brunt St', 'Brooklyn, NY 11231']}",The Good Fork,+17186436636,$$,4.0,404,[],https://www.yelp.com/biz/the-good-fork-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,vanderbilt-at-south-beach-staten-island,"[{'alias': 'catering', 'title': 'Caterers'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'eventplanning', 'title': 'Party & Event Planning'}]","{'latitude': 40.5895418, 'longitude': -74.0668756}",(718) 948-6075,14012.947817047989,bys2m4BqFwqw1IeWBhjxeg,https://s3-media1.fl.yelpcdn.com/bphoto/3pVafPcN1C2r4_Nj-3MhJA/o.jpg,False,"{'address1': '300 Father Capodanno Blvd.', 'address2': '', 'address3': '', 'city': 'Staten Island', 'zip_code': '10305', 'country': 'US', 'state': 'NY', 'display_address': ['300 Father Capodanno Blvd.', 'Staten Island, NY 10305']}",Vanderbilt at South Beach,+17189486075,,3.5,47,[],https://www.yelp.com/biz/vanderbilt-at-south-beach-staten-island?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,soda-bar-brooklyn,"[{'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.678246, 'longitude': -73.968398}",(718) 230-8393,2231.056006768754,V1UmtUtm_JePAWxKUVltbw,https://s3-media3.fl.yelpcdn.com/bphoto/5OhiDJ0Y7IU7-KM1FTADXA/o.jpg,True,"{'address1': '629 Vanderbilt Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['629 Vanderbilt Ave', 'Brooklyn, NY 11238']}",Soda Bar,+17182308393,$,3.5,332,[],https://www.yelp.com/biz/soda-bar-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,roses-brooklyn,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 40.6790542602539, 'longitude': -73.9733657836914}",(718) 230-0427,2012.0352532065117,MMMDbtfpD1O_WNLoTuI08A,https://s3-media4.fl.yelpcdn.com/bphoto/Mjy4C2D21jfqZ1U-N_wS1w/o.jpg,True,"{'address1': '295 Flatbush Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['295 Flatbush Ave', 'Brooklyn, NY 11217']}",Rose's,+17182300427,$$,3.5,88,[],https://www.yelp.com/biz/roses-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,the-way-station-brooklyn,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'karaoke', 'title': 'Karaoke'}]","{'latitude': 40.676794, 'longitude': -73.9634}",(347) 627-4949,2570.183590547926,PUu49VFRX_DjwSXJRqbAKA,https://s3-media3.fl.yelpcdn.com/bphoto/DmvjzqpyW3pPSGEmpr3LqA/o.jpg,True,"{'address1': '683 Washington Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['683 Washington Ave', 'Brooklyn, NY 11238']}",The Way Station,+13476274949,$$,4.0,274,[],https://www.yelp.com/biz/the-way-station-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,viviennes-bronx,"[{'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.84796, 'longitude': -73.83104}",(718) 829-0218,20944.61215261121,M0PQzqbg_PR51Y9YpXyBnw,https://s3-media1.fl.yelpcdn.com/bphoto/T0avMD8N_ZB8eAiapACcHg/o.jpg,False,"{'address1': '3044 Westchester Ave', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10461', 'country': 'US', 'state': 'NY', 'display_address': ['3044 Westchester Ave', 'Bronx, NY 10461']}",Vivienne's,+17188290218,,3.5,7,[],https://www.yelp.com/biz/viviennes-bronx?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,taro-sushi-brooklyn,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]","{'latitude': 40.6796449843722, 'longitude': -73.9743090899592}",(718) 398-5240,1926.0377331793713,LkT2-XYjuCSmObs8rOLdzA,https://s3-media1.fl.yelpcdn.com/bphoto/ylyQqjn095RoxHQGFcJaAw/o.jpg,True,"{'address1': '244 Flatbush Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['244 Flatbush Ave', 'Brooklyn, NY 11217']}",Taro Sushi,+17183985240,$$,4.0,525,"['pickup', 'delivery']",https://www.yelp.com/biz/taro-sushi-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,mori-brooklyn,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'french', 'title': 'French'}, {'alias': 'izakaya', 'title': 'Izakaya'}]","{'latitude': 40.671718, 'longitude': -73.983902}",(347) 799-1175,2791.5084177291965,qf9ONR0LAAFZ8fLDRkVHww,https://s3-media1.fl.yelpcdn.com/bphoto/HmH3WOR-urqFJX65kgDJ8g/o.jpg,True,"{'address1': '351 5th Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['351 5th Ave', 'Brooklyn, NY 11215']}",Mori,+13477991175,$$,4.5,128,"['pickup', 'delivery']",https://www.yelp.com/biz/mori-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,du-jour-bakery-brooklyn,"[{'alias': 'bakeries', 'title': 'Bakeries'}]","{'latitude': 40.671211, 'longitude': -73.984215}",(347) 227-8953,2846.815346015571,k97mG0Vk-dWGufpmwNzpzg,https://s3-media3.fl.yelpcdn.com/bphoto/ySfqH7oGy0f88-YnFXMpUg/o.jpg,True,"{'address1': '365 5th Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['365 5th Ave', 'Brooklyn, NY 11215']}",Du Jour Bakery,+13472278953,$$,4.5,178,[],https://www.yelp.com/biz/du-jour-bakery-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,dizzys-diner-brooklyn,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]","{'latitude': 40.66577, 'longitude': -73.97887}",(718) 499-1966,3421.895008729409,-qBoJlCNkRyskSuDWTqh8g,https://s3-media2.fl.yelpcdn.com/bphoto/59tG7th69QvTUWZv9WZeSw/o.jpg,True,"{'address1': '511 9th St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['511 9th St', 'Brooklyn, NY 11215']}",Dizzy's Diner,+17184991966,$$,3.5,364,"['pickup', 'delivery']",https://www.yelp.com/biz/dizzys-diner-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,camperdown-elm-brooklyn,"[{'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 40.663159, 'longitude': -73.984504}",(347) 294-4786,3741.7283937641437,L3HDotnnzGKZfoy62kZAkg,https://s3-media1.fl.yelpcdn.com/bphoto/XpUufZ0CjbzNNpW807mRkQ/o.jpg,True,"{'address1': '441 7th Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['441 7th Ave', 'Brooklyn, NY 11215']}",Camperdown Elm,+13472944786,$$$,4.5,113,[],https://www.yelp.com/biz/camperdown-elm-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,blue-ribbon-brasserie-brooklyn-brooklyn,"[{'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 40.6742805, 'longitude': -73.982387}",,2492.761228962205,UG7pKdu-NaF-GhzRx3dVkQ,https://s3-media1.fl.yelpcdn.com/bphoto/sbb7SzBuQh7ZHqEC-esRDQ/o.jpg,True,"{'address1': '280 5th Avenue', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['280 5th Avenue', 'Brooklyn, NY 11215']}",Blue Ribbon Brasserie - Brooklyn,,$$$,4.0,579,"['pickup', 'delivery']",https://www.yelp.com/biz/blue-ribbon-brasserie-brooklyn-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,200-fifth-brooklyn,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]","{'latitude': 40.6767768859863, 'longitude': -73.9804840087891}",(718) 638-2925,2198.169677861094,zzaVbMFc9VH6EbSHJqfbCg,https://s3-media1.fl.yelpcdn.com/bphoto/C71DlKzcib5CR2Y2Q3T_wA/o.jpg,True,"{'address1': '200 5th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['200 5th Ave', 'Brooklyn, NY 11217']}",200 Fifth,+17186382925,$$,3.0,409,['pickup'],https://www.yelp.com/biz/200-fifth-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,quality-eats-new-york,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'desserts', 'title': 'Desserts'}]","{'latitude': 40.7345, 'longitude': -74.00004}",(212) 337-9988,4569.236086668432,JI_teX5hC2rvHRbAo9JRTw,https://s3-media2.fl.yelpcdn.com/bphoto/s9PP1hPR2AKIvojOSzmUCQ/o.jpg,False,"{'address1': '19 Greenwich Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['19 Greenwich Ave', 'New York, NY 10014']}",Quality Eats,+12123379988,$$$,4.0,431,"['pickup', 'delivery']",https://www.yelp.com/biz/quality-eats-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,uncle-boons-new-york-2,"[{'alias': 'thai', 'title': 'Thai'}]","{'latitude': 40.7211328622237, 'longitude': -73.9943286309159}",(646) 370-6650,3015.071170087215,m6bu1AGIIIM9GNn9_cjsmg,https://s3-media4.fl.yelpcdn.com/bphoto/SwzezoXzd0Cu8LAX3sITWg/o.jpg,True,"{'address1': '7 Spring St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['7 Spring St', 'New York, NY 10012']}",Uncle Boons,+16463706650,$$$,4.0,1010,[],https://www.yelp.com/biz/uncle-boons-new-york-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
0,yn-new-york-2,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.7224497, 'longitude': -73.9953034}",(212) 226-3330,3182.529267980091,XEcN3K7gIu4yC8wGB4zPjw,https://s3-media3.fl.yelpcdn.com/bphoto/lGWG15QxTYwLfkOxtlw0UA/o.jpg,True,"{'address1': '227 Mott St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['227 Mott St', 'New York, NY 10012']}",YN,+12122263330,$$,4.5,209,[],https://www.yelp.com/biz/yn-new-york-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0
